food_name,province,tp_group,kcal_group,kcal_100g,n_samples,std_kcal
Afşin Koçovası Sarımsağı,Kahramanmaraş,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Andırın Andız Pekmezi,Kahramanmaraş,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Afşin Tava,Kahramanmaraş,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Maraş Sumak Ekşi Külü,Kahramanmaraş,"Yiyecekler için çeşni / lezzet vericiler, soslar ve tuz",yiyecekler için çeşni,211.66666666666666,9,142.38328553590833
Kahramanmaraş Bertiz Kabarcık Üzümü / Maraş Bertiz Kabarcık Üzümü,Kahramanmaraş,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Andırın Tirşiği,Kahramanmaraş,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Maraş Parmak /Sıkma Peyniri,Kahramanmaraş,Peynirler,peynir,341.85714285714283,7,44.149098033174546
Maraş Biberi,Kahramanmaraş,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Kahramanmaraş Çiriş Böreği,Kahramanmaraş,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Maraş Ekşili Çorba,Kahramanmaraş,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Maraş Sumak Ekşisi Akıtı,Kahramanmaraş,"Yiyecekler için çeşni / lezzet vericiler, soslar ve tuz",yiyecekler için çeşni,211.66666666666666,9,142.38328553590833
Maraş Eli Böğründe / Maraş Yanyana,Kahramanmaraş,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Maraş Fıstık Ezmesi,Kahramanmaraş,"Çikolata, şekerleme ve türevi ürünler",çikolata/şeker,395.75,8,95.46839417165393
Elbistan Kelle Peyniri,Kahramanmaraş,Peynirler,peynir,341.85714285714283,7,44.149098033174546
Maraş Kelle Paçası,Kahramanmaraş,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Maraş Dondurması,Kahramanmaraş,Dondurmalar ve yenilebilir buzlar,dondurmalar,145.5,2,43.1335136523794
Yenice Ihlamur Balı,Karabük,Bal,bal,326.0,2,1.4142135623730951
Eflani Hindi Bandırması,Karabük,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Safranbolu Kıtırı,Karabük,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Safranbolu Maniye Domatesi,Karabük,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Safranbolu Safranı,Karabük,"Yiyecekler için çeşni / lezzet vericiler, soslar ve tuz",yiyecekler için çeşni,211.66666666666666,9,142.38328553590833
Safranbolu Çavuş Üzümü,Karabük,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Safranbolu Lokumu,Karabük,"Çikolata, şekerleme ve türevi ürünler",çikolata/şeker,395.75,8,95.46839417165393
Karaman İlisıra Dolması,Karaman,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Kazımkarabekir Kabak Çekirdeği,Karaman,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Karaman Guymak Tatlısı,Karaman,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Karaman Ekşikara Üzümü,Karaman,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Karaman Divle Obruğu Tulum Peyniri,Karaman,Peynirler,peynir,341.85714285714283,7,44.149098033174546
Karaman Şebit Pilavı,Karaman,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Ermenek Helvası,Karaman,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Karaman Tahinli Pide,Karaman,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Karaman Mayalısı,Karaman,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Başyayla Karın Kaymağı,Karaman,Peynirler ve tereyağı dışında kalan süt ürünleri,süt ürünleri,398.0,3,269.56817319557587
Ermenek Batırması,Karaman,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Karaman Kırma Böreği,Karaman,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Kars Balı,Kars,Bal,bal,326.0,2,1.4142135623730951
Kars Kaşarı,Kars,Peynirler,peynir,341.85714285714283,7,44.149098033174546
Kars Ketesi,Kars,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Kağızman Uzun Elması,Kars,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Kars Gravyer Peyniri,Kars,Peynirler,peynir,341.85714285714283,7,44.149098033174546
Kars Kaz Eti,Kars,İşlenmiş ve işlenmemiş et ürünleri,işlenmiş et,251.875,8,127.37283574496678
Devrekani Hindi Banduması,Kastamonu,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Tosya Pirinci,Kastamonu,Diğer ürünler,diğer,356.8,15,145.07791010350266
Taşköprü Sarımsağı,Kastamonu,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Kastamonu Siyez Buğdayı,Kastamonu,Diğer ürünler,diğer,356.8,15,145.07791010350266
Kastamonu Siyez Bulguru,Kastamonu,Diğer ürünler,diğer,356.8,15,145.07791010350266
İhsangazi Ekşili Pilavı,Kastamonu,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Kastamonu Siyez Unu,Kastamonu,Diğer ürünler,diğer,356.8,15,145.07791010350266
Daday Etli Ekmeği,Kastamonu,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Taşköprü Kuyu Kebabı,Kastamonu,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Cide Tarhanası,Kastamonu,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Çatalzeytin Fındık Şekeri,Kastamonu,"Çikolata, şekerleme ve türevi ürünler",çikolata/şeker,395.75,8,95.46839417165393
İnebolu Kuzu Kestane,Kastamonu,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Cide Ceviz Helvası,Kastamonu,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Devrekani Cırık Tatlısı,Kastamonu,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Kastamonu Kestane Balı,Kastamonu,Bal,bal,326.0,2,1.4142135623730951
Kastamonu Eğşisi,Kastamonu,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Kastamonu Pastırması,Kastamonu,İşlenmiş ve işlenmemiş et ürünleri,işlenmiş et,251.875,8,127.37283574496678
Kastamonu Kuzu Kestanesi,Kastamonu,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Kastamonu Tiridi / Kastamonu Simit Tiridi,Kastamonu,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Kastamonu Çekme Helvası,Kastamonu,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Kastamonu Üryani Eriği,Kastamonu,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Araç Kül Çöreği,Kastamonu,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Araç Akdene Göce Çorbası,Kastamonu,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Pınarbaşı Kara Çorba,Kastamonu,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Kastamonu Simidi,Kastamonu,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Tomarza Kabak Çekirdeği,Kayseri,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Erkilet Kedi Bacağı,Kayseri,"Çikolata, şekerleme ve türevi ürünler",çikolata/şeker,395.75,8,95.46839417165393
Özvatan Çiçek Balı,Kayseri,Bal,bal,326.0,2,1.4142135623730951
Kayseri Yağ Mantısı,Kayseri,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
İncesu Karaevrek Üzümü,Kayseri,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Kayseri Çemeni,Kayseri,"Yiyecekler için çeşni / lezzet vericiler, soslar ve tuz",yiyecekler için çeşni,211.66666666666666,9,142.38328553590833
Akkışla Gilaburusu,Kayseri,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Bünyan Gilaburusu,Kayseri,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Kayseri Yağlaması,Kayseri,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Yamula Patlıcanı,Kayseri,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Kayseri Mantısı,Kayseri,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Kayseri Kavurması,Kayseri,İşlenmiş ve işlenmemiş et ürünleri,işlenmiş et,251.875,8,127.37283574496678
Kayseri Katmeri,Kayseri,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Kayseri Gül Baklavası,Kayseri,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Kayseri Sucuk İçi,Kayseri,İşlenmiş ve işlenmemiş et ürünleri,işlenmiş et,251.875,8,127.37283574496678
Kayseri Cırgalan Biberi,Kayseri,"Yiyecekler için çeşni / lezzet vericiler, soslar ve tuz",yiyecekler için çeşni,211.66666666666666,9,142.38328553590833
Kayseri Börek Aşı/ Kayseri Böre Aşı Çorbası,Kayseri,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Kayseri Nevzinesi,Kayseri,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Kayseri Fırın Ağzı Kebabı,Kayseri,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Pınarbaşı Uzunyayla Çerkes Peyniri,Kayseri,Peynirler,peynir,341.85714285714283,7,44.149098033174546
Talas Zincidere Kuru Kaymağı,Kayseri,Peynirler ve tereyağı dışında kalan süt ürünleri,süt ürünleri,398.0,3,269.56817319557587
Kayseri Tepsi Mantısı,Kayseri,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Kayseri Pastırması,Kayseri,İşlenmiş ve işlenmemiş et ürünleri,işlenmiş et,251.875,8,127.37283574496678
Develi Cıvıklısı,Kayseri,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Kayseri Sucuğu,Kayseri,İşlenmiş ve işlenmemiş et ürünleri,işlenmiş et,251.875,8,127.37283574496678
Kayseri Tandır Böreği,Kayseri,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Talas Çörekotlu Çömlek Peyniri,Kayseri,Peynirler,peynir,341.85714285714283,7,44.149098033174546
Kayseri Kurşun Aşı Çorbası,Kayseri,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Kilis Tava,Kilis,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Kilis Şıhılmahşe,Kilis,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Kilis Kırk Semseği,Kilis,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Kübbülmişviyye,Kilis,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Kilis Kahvaltılık Toz Zahter,Kilis,"Yiyecekler için çeşni / lezzet vericiler, soslar ve tuz",yiyecekler için çeşni,211.66666666666666,9,142.38328553590833
Kilis Horoz Karası Üzümü,Kilis,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Kilis Ekşili Kebabı,Kilis,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Cennet Çamuru / Kilis Kaymaklı Kırma Künefe,Kilis,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Kilis Katmeri,Kilis,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Karamürsel Simit Dolması,Kocaeli,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
İzmit Simidi,Kocaeli,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
İzmit Pişmaniyesi,Kocaeli,"Çikolata, şekerleme ve türevi ürünler",çikolata/şeker,395.75,8,95.46839417165393
Gebze Bayram Çöreği,Kocaeli,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
Karamürsel Samanlı Zeytini,Kocaeli,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Değirmendere Fındığı,Kocaeli,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Kandıra Manda Yoğurdu,Kocaeli,Peynirler ve tereyağı dışında kalan süt ürünleri,süt ürünleri,398.0,3,269.56817319557587
Kandıra Karpuzu,Kocaeli,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,sebze ve meyve,195.3793103448276,29,226.89006365467324
Kandıra Dartısı,Kocaeli,Peynirler ve tereyağı dışında kalan süt ürünleri,süt ürünleri,398.0,3,269.56817319557587
Konya Kömbesi,Konya,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Konya Kikirdekli Kesme Çorbası,Konya,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Konya Kuru Kabak Sarması,Konya,Yemekler ve çorbalar,yemekler ve çorbalar,211.11764705882354,17,101.90306812906884
Konya Köftü,Konya,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar",hamurişi tatlı,299.6842105263158,19,88.39812254892882
