province,food_name,product_group_tr,product_group_en,kcal_100g
Balıkesir,Manyas Kelle Peyniri,Peynirler,Cheese,341.85714285714283
Balıkesir,Savaştepe Sarıbeyler Seferberlik Çöreği,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar","Bakery, pastry & desserts",299.6842105263158
Balıkesir,Sındırgı Kornişonu,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",195.3793103448276
Balıkesir,Sındırgı Çıtır Kavun,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",195.3793103448276
Balıkesir,Ayvalık Karadiken,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Balıkesir,Susurluk Tostu,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Balıkesir,Avşa Ada Karası Şarabı,Biralar ve diğer alkollü içkiler,Alcoholic beverages,190.0
Balıkesir,Balıkesir Gönen Pirinci,Diğer ürünler,Other products,356.8
Balıkesir,Savaştepe Mihaliç Kelle Peyniri,Peynirler,Cheese,341.85714285714283
Balıkesir,Avşa Ada Karası Üzümü,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",195.3793103448276
Balıkesir,Edremit Körfezi Yeşil Çizik Zeytini,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",195.3793103448276
Balıkesir,Susurluk Ayranı,Alkolsüz içecekler,Non-alcoholic beverages,72.57142857142857
Balıkesir,Balıkesir Kuzu Eti,İşlenmiş ve işlenmemiş et ürünleri,Meat products,251.875
Balıkesir,Balıkesir Kaymaklısı,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar","Bakery, pastry & desserts",299.6842105263158
Balıkesir,Balıkesir Höşmerim Tatlısı,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar","Bakery, pastry & desserts",299.6842105263158
Balıkesir,Balıkesir Göbel Kuzu Kokoreci / Balıkesir Kuzu Kokoreci,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Balıkesir,Balıkesir Etli Çorba,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Balıkesir,Balıkesir Manda Kaymağı,Peynirler ve tereyağı dışında kalan süt ürünleri,Dairy (excluding cheese & butter),398.0
Balıkesir,Kapıdağ Mor Soğanı,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",195.3793103448276
Balıkesir,Balıkesir Tombul Bamyası,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",195.3793103448276
Balıkesir,Havran Mandalinası,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",195.3793103448276
Balıkesir,Kepsut Bükdere Küflü Katık Peyniri,Peynirler,Cheese,341.85714285714283
Balıkesir,Balıkesir Düğün Çorbası,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Balıkesir,Ayvalık Kelle Peyniri/Ayvalık Sepet Peyniri,Peynirler,Cheese,341.85714285714283
Balıkesir,Ayvalık Lor Tatlısı,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar","Bakery, pastry & desserts",299.6842105263158
Balıkesir,Edincik Zeytini,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",195.3793103448276
Balıkesir,Çakıl Kestanesi,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",195.3793103448276
Balıkesir,Havran Siyah İnciri,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",195.3793103448276
Bartın,Bartın Ağda Tatlısı,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar","Bakery, pastry & desserts",299.6842105263158
Bartın,Bartın Pirinçli Mantısı,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Bartın,Bartın Beyaz Baklavası,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar","Bakery, pastry & desserts",299.6842105263158
Bartın,Bartın Kabak Burma Tatlısı / Bartın Kabak Burması,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar","Bakery, pastry & desserts",299.6842105263158
Bartın,Bartın Ramazan Simidi,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar","Bakery, pastry & desserts",299.6842105263158
Bartın,Bartın Gözlemesi,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar","Bakery, pastry & desserts",299.6842105263158
Bartın,Bartın Şapşap Köftesi,İşlenmiş ve işlenmemiş et ürünleri,Meat products,251.875
Bartın,Bartın Yumurtalı Isput Yemeği,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Bartın,Bartın Çöven Ekmeği,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar","Bakery, pastry & desserts",299.6842105263158
Bartın,Bartın İncir Dondurma Tatlısı / Bartın İncir Donduması,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar","Bakery, pastry & desserts",299.6842105263158
Bartın,Bartın Tatlı Böreği,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar","Bakery, pastry & desserts",299.6842105263158
Batman,Batman Şam Böreği,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar","Bakery, pastry & desserts",299.6842105263158
Batman,Sason Balı,Bal,Honey,326.0
Batman,Sason Çileği,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",195.3793103448276
Batman,Gercüş Mezrune Üzümü,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",195.3793103448276
Batman,Hasankeyf Mehina Sarımsağı,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",195.3793103448276
Batman,Batman Piçik Yemeği,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Batman,Kozluk Domatesi,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",195.3793103448276
Bayburt,Bayburt Kara Pancar Yemeği,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Bayburt,Bayburt Tarhunu,"Yiyecekler için çeşni / lezzet vericiler, soslar ve tuz","Seasonings, sauces & salt",211.66666666666663
Bayburt,Bayburt Kavut Çorbası,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Bayburt,Bayburt Ketesi,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar","Bakery, pastry & desserts",299.6842105263158
Bayburt,Bayburt Lor Dolması,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Bayburt,Bayburt Balı,Bal,Honey,326.0
Bayburt,Aydıntepe Şeker Fasulyesi,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",195.3793103448276
Bayburt,Bayburt Yalancı Dolma,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Bayburt,Bayburt Tatlı Çorba,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar","Bakery, pastry & desserts",299.6842105263158
Bayburt,Bayburt Ekşi Lahana,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Bayburt,Bayburt Süt Böreği,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar","Bakery, pastry & desserts",299.6842105263158
Bilecik,Osmaneli Ayva Lokumu,"Çikolata, şekerleme ve türevi ürünler",Chocolate & confectionery,395.75
Bilecik,Bilecik Pazaryeri Helvası,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar","Bakery, pastry & desserts",299.6842105263158
Bilecik,Osmaneli Karpuzu,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",195.3793103448276
Bilecik,Bozüyük Mercimekli Mantısı,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Bilecik,Bilecik Nohutlu Mantı,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar","Bakery, pastry & desserts",299.6842105263158
Bilecik,Bilecik Fırın Kebabı (Bilecik Fırın Eti),Yemekler ve çorbalar,Meals & soups,211.11764705882356
Bilecik,Bilecik Bıldırcın Kebabı,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Bilecik,Çukurören Biberi,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",195.3793103448276
Bingöl,Bingöl Çobantaşı Kavurması,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Bingöl,Bingöl Balı,Bal,Honey,326.0
Bingöl,Yedisu Horoz Kuru Fasulyesi,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",195.3793103448276
Bingöl,Sivan Dut Pekmezi,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",195.3793103448276
Bingöl,Guldar Domatesi,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",195.3793103448276
Bitlis,Bitlis Çorti Taplaması,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Bitlis,Bitlis Ciğer Taplaması,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Bitlis,Bitlis Avşor Çorbası,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Bitlis,Bitlis Balı,Bal,Honey,326.0
Bitlis,Bitlis Büryan Kebabı,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Bitlis,Bitlis İçli Köftesi,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Bitlis,Bitlis Katıklı Dolma,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Bolu,Mudurnu Kaşık Sapı,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar","Bakery, pastry & desserts",299.6842105263158
Bolu,Göynük Bombay Fasulye,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",195.3793103448276
Bolu,Göynük Dik Börek/Göynük Oklava Tatlısı,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar","Bakery, pastry & desserts",299.6842105263158
Bolu,Bolu Fındık Şekeri,"Çikolata, şekerleme ve türevi ürünler",Chocolate & confectionery,395.75
Bolu,Göynük Kabaklı Yufka Tatlısı,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar","Bakery, pastry & desserts",299.6842105263158
Bolu,Bolu Kıbrıscık Pirinci,Diğer ürünler,Other products,356.8
Bolu,Mengen Peyniri,Peynirler,Cheese,341.85714285714283
Bolu,Bolu Dağ Fındığı,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",195.3793103448276
Bolu,Bolu Kabaklı Gözlemesi,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar","Bakery, pastry & desserts",299.6842105263158
Bolu,Mudurnu Bal Kabaklı Gözlemesi,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar","Bakery, pastry & desserts",299.6842105263158
Bolu,Bolu Keşi,Peynirler ve tereyağı dışında kalan süt ürünleri,Dairy (excluding cheese & butter),398.0
Bolu,Bolu Manda Kaymağı,Peynirler ve tereyağı dışında kalan süt ürünleri,Dairy (excluding cheese & butter),398.0
Bolu,Bolu Patatesli Ekmeği,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar","Bakery, pastry & desserts",299.6842105263158
Bolu,Mengen Höşmerimi,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Bolu,Gerede Keşi,Peynirler ve tereyağı dışında kalan süt ürünleri,Dairy (excluding cheese & butter),398.0
Bolu,Mudurnu Basma Helva,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar","Bakery, pastry & desserts",299.6842105263158
Bolu,Bolu Kızılcık Tarhanası,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Bolu,Bolu Sarı Patatesi,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",195.3793103448276
Bolu,Bolu Çivril Fasulyesi,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",195.3793103448276
Bolu,Mengen Kaldırık Dolması,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Bolu,Mengen Kedibatmaz,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Bolu,Bolu Kanlıca Mantarı,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",195.3793103448276
Bolu,Bolu Kara Kabağı,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",195.3793103448276
Bolu,Bolu Göynük Uğut Tatlısı,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar","Bakery, pastry & desserts",299.6842105263158
Bolu,Gerede Şakşak Helvası,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar","Bakery, pastry & desserts",299.6842105263158
Burdur,Bucak Salebi,Diğer ürünler,Other products,356.8
Burdur,Gölhisar Kavurması,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Burdur,Tefenni Rezenesi,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",195.3793103448276
Burdur,Karamanlı Kişnişi,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",195.3793103448276
Burdur,Karamanlı Cevizi,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",195.3793103448276
Burdur,Burdur Şiş Köftesi,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Burdur,Burdur Kabak Helvası,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar","Bakery, pastry & desserts",299.6842105263158
Burdur,Melli İnciri,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",195.3793103448276
Burdur,Burdur Haşhaş Helvası,"Çikolata, şekerleme ve türevi ürünler",Chocolate & confectionery,395.75
Burdur,Burdur Ceviz Ezmesi,"Çikolata, şekerleme ve türevi ürünler",Chocolate & confectionery,395.75
Burdur,Karamanlı Rezenesi,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",195.3793103448276
Bursa,Karacabey Soğanı,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",195.3793103448276
Bursa,İnegöl Köfte,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Bursa,Bursa Döner Kebabı,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Bursa,İnegöl Büryanı / İnegöl Mişörizi,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Bursa,İnegöl Piyazı,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Bursa,Bursa Cevizli Lokum,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar","Bakery, pastry & desserts",299.6842105263158
Bursa,Bursa Kestanesi,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",195.3793103448276
Bursa,Kemalpaşa Tatlısı / Mustafakemalpaşa Peynir Tatlısı / Mustafakemalpaşa Tatlısı,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar","Bakery, pastry & desserts",299.6842105263158
Bursa,İnegöl Cerrah Kuru Fasulyesi,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",195.3793103448276
Bursa,Orhangazi Gedelek Turşusu,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",195.3793103448276
Bursa,Gemlik Zeytini,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",195.3793103448276
Bursa,Gürsu Deveci Armudu,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",195.3793103448276
Bursa,Bursa Süt Helvası,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar","Bakery, pastry & desserts",299.6842105263158
Bursa,Bursa Tahinli Pide,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar","Bakery, pastry & desserts",299.6842105263158
Bursa,Bursa Siyah İnciri / Bursa Siyahı / Siyah Bursa İnciri,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",195.3793103448276
Bursa,İznik Müşküle Üzümü,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",195.3793103448276
Bursa,Bursa Şeftalisi,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",195.3793103448276
Bursa,İnegöl Sütlü Kadayıfı,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar","Bakery, pastry & desserts",299.6842105263158
Bursa,İnegöl Çıbrıkası,"Yiyecekler için çeşni / lezzet vericiler, soslar ve tuz","Seasonings, sauces & salt",211.66666666666663
Bursa,Hasanağa Enginarı,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",195.3793103448276
Bursa,Zeyniler Hınkalı,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Bursa,Bursa Kestane Şekeri,"Çikolata, şekerleme ve türevi ürünler",Chocolate & confectionery,395.75
Bursa,Bursa Cantık,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar","Bakery, pastry & desserts",299.6842105263158
Bursa,Bursa Pideli Köfte,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Bursa,Bursa Üzüm Şırası,Alkolsüz içecekler,Non-alcoholic beverages,72.57142857142857
Bursa,Keles Kirazı,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",195.3793103448276
Bursa,Yenişehir Biberi,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",195.3793103448276
Bursa,Bursa Santa Maria Armudu,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",195.3793103448276
Denizli,Babadağ Kekik Balı,Bal,Honey,326.0
Denizli,Acıpayam Kavunu,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",195.3793103448276
Denizli,Buldan Kestanesi,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",195.3793103448276
Denizli,Denizli Leblebisi,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",195.3793103448276
Denizli,Denizli Tandır Kebabı,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Denizli,İsabey Çekirdeksiz Üzümü,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",195.3793103448276
Denizli,Tavas Yanık Koyun Yoğurdu,Peynirler ve tereyağı dışında kalan süt ürünleri,Dairy (excluding cheese & butter),398.0
Denizli,Çameli Fasulyesi,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",195.3793103448276
Denizli,Kale Biberi,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",195.3793103448276
Denizli,Tavas Baklavası,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar","Bakery, pastry & desserts",299.6842105263158
Denizli,Honaz Kirazı,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",195.3793103448276
Denizli,Denizli Kekiği,"Yiyecekler için çeşni / lezzet vericiler, soslar ve tuz","Seasonings, sauces & salt",211.66666666666663
Denizli,Denizli Çalkarası Üzümü/Denizli Çalkarası,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",195.3793103448276
Diyarbakır,Diyarbakır Ekşili Balık (Sumaklı Çay Balığı),Yemekler ve çorbalar,Meals & soups,211.11764705882356
Diyarbakır,Diyarbakır Ayvalı Kavurma,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Diyarbakır,Diyarbakır Ayva Dizmesi,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Diyarbakır,Diyarbakır Ekşili Dolması,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Diyarbakır,Diyarbakır Ayvalı Köfte,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Diyarbakır,Diyarbakır Erikli Yaz Türlüsü,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Diyarbakır,Diyarbakır Perdeli Ciğer Kebabı,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Diyarbakır,Diyarbakır Mastava Aşı Yemeği,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Diyarbakır,Diyarbakır Meyir Çorbası,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Diyarbakır,Diyarbakır Kürt Mustafa Çorbası,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Diyarbakır,Diyarbakır Babaganuç,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Diyarbakır,Diyarbakır Nardan Aşı,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Diyarbakır,Diyarbakır Armut Tatlısı,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar","Bakery, pastry & desserts",299.6842105263158
Diyarbakır,Diyarbakır Boğazkere Üzümü,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",195.3793103448276
Diyarbakır,Diyarbakır Duvaklı Pilavı,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Diyarbakır,Diyarbakır Bakla Meftunesi,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Diyarbakır,Diyarbakır Dalak Dolması,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Diyarbakır,Diyarbakır Cimili Tatlısı,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar","Bakery, pastry & desserts",299.6842105263158
Diyarbakır,Diyarbakır Burma Kadayıfı,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar","Bakery, pastry & desserts",299.6842105263158
Diyarbakır,Diyarbakır Ciğer Kebabı,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Diyarbakır,Karacadağ Pirinci,Diğer ürünler,Other products,356.8
Diyarbakır,Diyarbakır İncaz Hoşafı,Diğer ürünler,Other products,356.8
Diyarbakır,Diyarbakır Badem Ezmesi / Diyarbakır Lebzüniyesi,"Çikolata, şekerleme ve türevi ürünler",Chocolate & confectionery,395.75
Diyarbakır,Diyarbakır Patlıcan Meftunesi,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Diyarbakır,Çermik Biberi,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",195.3793103448276
Diyarbakır,Diyarbakır Paşa Lavaşı,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar","Bakery, pastry & desserts",299.6842105263158
Diyarbakır,Diyarbakır Kulak Çorbası,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Diyarbakır,Diyarbakır Kibe Mumbar,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Diyarbakır,Diyarbakır Kengerli Bulgur Pilavı,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Diyarbakır,Diyarbakır Kenger Meftunesi,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Diyarbakır,Diyarbakır Kenger Boranisi,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Diyarbakır,Diyarbakır Kemikli Kebabı,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Diyarbakır,Diyarbakır Kağırdaklı Ekmek / Diyarbakır Kizirikli Ekmek,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar","Bakery, pastry & desserts",299.6842105263158
Diyarbakır,Diyarbakır Karpuzu,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",195.3793103448276
Diyarbakır,Diyarbakır Patlıcanlı Kazan Kebabı,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Diyarbakır,Diyarbakır Kaburga Dolması,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Diyarbakır,Diyarbakır Kabak Meftunesi,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Diyarbakır,Diyarbakır Hırçikli Meftunesi,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Diyarbakır,Diyarbakır Hıllorik Aşı,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Diyarbakır,Diyarbakır Hedik Yemeği,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Diyarbakır,Diyarbakır Habenisk Çorbası,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Diyarbakır,Diyarbakır Tirit Yemeği,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Diyarbakır,Diyarbakır Gebol Yemeği,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Diyarbakır,Diyarbakır Gendüme Aşı,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Diyarbakır,Diyarbakır İçli Köftesi,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Diyarbakır,Diyarbakır Üsküre Kebabı / Diyarbakır Tas Kebabı,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Diyarbakır,Diyarbakır Örgü Peyniri,Peynirler,Cheese,341.85714285714283
Diyarbakır,Diyarbakır Çakıl Ekmeği,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar","Bakery, pastry & desserts",299.6842105263158
Diyarbakır,Diyarbakır Et Eşkenesi Yemeği,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Diyarbakır,Diyarbakır Simindirik Çorbası,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Diyarbakır,Diyarbakır Pencegoşt Pilavı,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Diyarbakır,Diyarbakır Şehriyesi,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar","Bakery, pastry & desserts",299.6842105263158
Diyarbakır,Diyarbakır Lebenisi,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Diyarbakır,Diyarbakır Kuru Dolması,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Diyarbakır,Diyarbakır Lepik Köftesi,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Diyarbakır,Diyarbakır Şırdanlı Bastırma,İşlenmiş ve işlenmemiş et ürünleri,Meat products,251.875
Diyarbakır,Diyarbakır Tavuk Eşkenesi,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Düzce,Düzce Kestane Kabağı,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",195.3793103448276
Düzce,Akçakoca Melengücceği Tatlısı,"Fırıncılık ve pastacılık mamulleri, hamur işleri, tatlılar","Bakery, pastry & desserts",299.6842105263158
Düzce,Düzce Şırası,Alkolsüz içecekler,Non-alcoholic beverages,72.57142857142857
Düzce,Düzce Şeker Kamışı Pekmezi,İşlenmiş ve işlenmemiş meyve ve sebzeler ile mantarlar,"Fruits, vegetables & mushrooms",195.3793103448276
Düzce,Düzce Köftesi,Yemekler ve çorbalar,Meals & soups,211.11764705882356
Düzce,Konuralp Pirinci,Diğer ürünler,Other products,356.8
Düzce,Akçakoca Ekşilisi,Yemekler ve çorbalar,Meals & soups,211.11764705882356
